,"Bruhat Bengaluru Mahanagara Palike
Works Bill Public View
",,,,,,,,,,,,,,,,,,,,,,,,,,
188,188,072-17-000079,15-Mar-2017,18-Apr-2017,Water Supply Maintenance Vigneshwaranagar Muneshwaranagar Maruthinagar and Herohalli of  Ward No 72 Herohalli of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,First and Final,000310,01-Apr-2017,000008,18-Apr-2017,000023,26-Apr-2017,005901,15-Sep-2017,000221 / 16-Sep-2017 in RTGS,1993170,Nineteen Lakh Ninety Three Thousand One Hundred Seventy ,141582,One Lakh Fourty One Thousand Five Hundred Eighty Two,1851588,Eighteen Lakh Fifty One Thousand Five Hundred Eighty Eight
189,189,072-17-000080,15-Mar-2017,18-Apr-2017,Water Supply Maintenance at  Thunganagar Bydrahalli BEL Layout and Bilekallu of  Ward No 72 Herohalli of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,First and Final,000311,01-Apr-2017,000010,18-Apr-2017,000025,26-Apr-2017,005904,15-Sep-2017,000221 / 16-Sep-2017 in RTGS,2059644,Twenty  Lakh Fifty Nine Thousand Six Hundred Fourty Four,146232,One Lakh Fourty Six Thousand Two Hundred Thirty Two,1913412,Nineteen Lakh Thirteen Thousand Four Hundred Twelve
190,190,072-17-000085,15-Mar-2017,18-Apr-2017,Drilling Borewells and Providing Electrification and Laying PVC Pipe Line With End Connection of Borewells in  Herohalli Ward Limits  in  Ward No 72   herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,First and Final,000314,01-Apr-2017,000012,18-Apr-2017,000027,26-Apr-2017,005905,15-Sep-2017,000221 / 16-Sep-2017 in RTGS,3987547,Thirty Nine Lakh Eighty Seven Thousand Five Hundred Fourty Seven,482615,Four Lakh Eighty Two Thousand Six Hundred Fifteen,3504932,Thirty Five Lakh Four Thousand Nine Hundred Thirty Two
191,191,072-17-000086,15-Mar-2017,18-Apr-2017,Additional GI Pipes to Old Bore wells in  Herohalli Ward Limits  in  Ward No 72   herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,First and Final,000315,01-Apr-2017,000009,18-Apr-2017,000024,26-Apr-2017,005899,15-Sep-2017,000221 / 16-Sep-2017 in RTGS,499417,Four Lakh Ninety Nine Thousand Four Hundred Seventeen,60433,Sixty  Thousand Four Hundred Thirty Three,438984,Four Lakh Thirty Eight Thousand Nine Hundred Eighty Four
192,192,072-16-000007,05-Feb-2016,05-Aug-2016,Water Supply Maintenance at Thunganagar Bydrahalli BEL Layout and Bilekallu   of  Ward No 72 Herohalli of  Herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,SUSHMA ENGINEERING WORKS,9845007498,,Second and Final,000118,01-Apr-2017,000145,31-Aug-2016,000235,31-Aug-2016,005105,28-Aug-2017,000199 / 29-Aug-2017 in RTGS,714569,Seven Lakh Fourteen Thousand Five Hundred Sixty Nine,51081,Fifty One Thousand Eighty One,663488,Six Lakh Sixty Three Thousand Four Hundred Eighty Eight
193,193,072-15-000013,04-Sep-2014,28-Mar-2016,Supply Gangmen and Tractor  in  Ward No 72 of Herohalli Sub Division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,KRIDL,9845235505,,First and Final,/00068,01-Apr-2017,000093,06-Jul-2016,000121,06-Jul-2016,010230,02-Mar-2018,000410 / 05-Mar-2018 in RTGS,1796868,Seventeen Lakh Ninety Six Thousand Eight Hundred Sixty Eight,145577,One Lakh Fourty Five Thousand Five Hundred Seventy Seven,1651291,Sixteen Lakh Fifty One Thousand Two Hundred Ninety One
194,194,072-16-000007,04-Feb-2016,11-Apr-2016,Water Supply Maintenance at Thunganagar Bydrahalli BEL Layout and Bilekallu   of  Ward No 72 Herohalli of  Herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,SUSHMA ENGINEERING WORKS,9845007498,,Running,000118,01-Apr-2017,000003,12-Apr-2016,000010,21-Apr-2016,004437,08-Aug-2016,000100 / 17-Aug-2016 in RTGS,750852,Seven Lakh Fifty  Thousand Eight Hundred Fifty Two,53310,Fifty Three Thousand Three Hundred Ten,697542,Six Lakh Ninety Seven Thousand Five Hundred Fourty Two
195,195,072-16-000057,30-Mar-2016,31-May-2018,Improvements of drain and slab Byadarahalli theatre Chikkana house Herohalli and other areas. In ward.72,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,Executive Engineer KRIDL,9845235505,,First and Final,000260,30-Mar-2017,000119,09-Aug-2018,000296,31-Aug-2018,000397,28-May-2020,000060 / 03-Jun-2020 in RTGS,4992030,Fourty Nine Lakh Ninety Two Thousand Thirty ,511206,Five Lakh Eleven Thousand Two Hundred Six,4480824,Fourty Four Lakh Eighty  Thousand Eight Hundred Twenty Four
196,196,072-17-000088,15-Mar-2017,11-Sep-2018,Providing Ganesha Immerrssion Facilities  in  Ward No 72   herohalli sub division for 2015-16,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,Executive Engineer KRIDL,9845235505,,First and Final,000317,15-Mar-2017,000248,06-Feb-2019,000455,11-Feb-2019,,           ,000067 / 08-Jun-2021 in RTGS,399148,Three Lakh Ninety Nine Thousand One Hundred Fourty Eight,39459,Thirty Nine Thousand Four Hundred Fifty Nine,359689,Three Lakh Fifty Nine Thousand Six Hundred Eighty Nine
197,197,072-17-000075,15-Mar-2017,14-Sep-2017,Providing Sanitation Maintenance in Ward No 72 of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,Second and Final,000306,15-Mar-2017,000045,03-Nov-2017,000202,06-Nov-2017,007827,10-Dec-2018,000292 / 14-Dec-2018 in RTGS,2244132,Twenty Two Lakh Fourty Four Thousand One Hundred Thirty Two,239457,Two Lakh Thirty Nine Thousand Four Hundred Fifty Seven,2004675,Twenty  Lakh Four Thousand Six Hundred Seventy Five
198,198,072-17-000078,15-Mar-2017,26-Sep-2017,Providing of PVC Pipe Line Maintenance South Side Herohalli Ward Limits in Ward No 72 of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/S.KRIDL,9845235505,,First and Final,/00309,15-Mar-2017,000039,05-Oct-2017,000161,05-Oct-2017,004832,03-Aug-2018,000160 / 06-Aug-2018 in RTGS,699169,Six Lakh Ninety Nine Thousand One Hundred Sixty Nine,44255,Fourty Four Thousand Two Hundred Fifty Five,654914,Six Lakh Fifty Four Thousand Nine Hundred Fourteen
199,199,072-17-000079,15-Mar-2017,26-Sep-2017,Water Supply Maintenance Vigneshwaranagar Muneshwaranagar Maruthinagar and Herohalli of  Ward No 72 Herohalli of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/S.KRIDL,9845235505,,Second and Final,/00310,15-Mar-2017,000037,05-Oct-2017,000160,05-Oct-2017,004831,03-Aug-2018,000160 / 06-Aug-2018 in RTGS,2503261,Twenty Five Lakh Three Thousand Two Hundred Sixty One,127664,One Lakh Twenty Seven Thousand Six Hundred Sixty Four,2375597,Twenty Three Lakh Seventy Five Thousand Five Hundred Ninety Seven
200,200,072-17-000080,15-Mar-2017,26-Sep-2017,Water Supply Maintenance at  Thunganagar Bydrahalli BEL Layout and Bilekallu of  Ward No 72 Herohalli of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/S.KRIDL,9845235505,,Second and Final,/00311,15-Mar-2017,000036,05-Oct-2017,000165,05-Oct-2017,004836,03-Aug-2018,000160 / 06-Aug-2018 in RTGS,2435881,Twenty Four Lakh Thirty Five Thousand Eight Hundred Eighty One,124226,One Lakh Twenty Four Thousand Two Hundred Twenty Six,2311655,Twenty Three Lakh Eleven Thousand Six Hundred Fifty Five
201,201,072-17-000075,15-Mar-2017,18-Apr-2017,Providing Sanitation Maintenance in Ward No 72 of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,Running,000306,15-Mar-2017,000026,18-Apr-2017,000007,31-Jul-2017,006168,04-Oct-2018,000229 / 12-Oct-2018 in RTGS,1756708,Seventeen Lakh Fifty Six Thousand Seven Hundred Eight,218461,Two Lakh Eighteen Thousand Four Hundred Sixty One,1538247,Fifteen Lakh Thirty Eight Thousand Two Hundred Fourty Seven
202,202,072-17-000077,15-Mar-2017,18-Apr-2017,Providing of PVC Pipe Line Maintenance North Side Herohalli Ward Limits in Ward No 72 of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,M/s.KRIDL,9845235505,,First and Final,000308,15-Mar-2017,000011,18-Apr-2017,000026,26-Apr-2017,005900,15-Sep-2017,000221 / 16-Sep-2017 in RTGS,1899600,Eighteen Lakh Ninety Nine Thousand Six Hundred ,134871,One Lakh Thirty Four Thousand Eight Hundred Seventy One,1764729,Seventeen Lakh Sixty Four Thousand Seven Hundred Twenty Nine
203,203,072-17-000003,06-Mar-2017,30-Jun-2017,Construction of Additional cross rooms and other Developing works at BBMP School Herohalli in ward no 72 of Herohalli Sub-Division,072 Herohalli,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P3168 Construction of School building at Herohalli ward No.72,Nirmithi Kendra ,9448121090,,First and Final,000078,06-Mar-2017,000002,01-Aug-2017,000040,01-Aug-2017,008484,12-Dec-2017,000330 / 16-Dec-2017 in RTGS,9826581,Ninety Eight Lakh Twenty Six Thousand Five Hundred Eighty One,5535454,Fifty Five Lakh Thirty Five Thousand Four Hundred Fifty Four,4291127,Fourty Two Lakh Ninety One Thousand One Hundred Twenty Seven
204,204,072-16-000001,31-Jul-2018,16-Mar-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/S Maruthi Electricals Prop:Naveen Kumar,9845021612,,Running,000042,28-Feb-2017,000160,16-Mar-2019,000161,16-Mar-2019,001762,18-May-2019,000055 / 21-May-2019 in RTGS,531814,Five Lakh Thirty One Thousand Eight Hundred Fourteen,69033,Sixty Nine Thousand Thirty Three,462781,Four Lakh Sixty Two Thousand Seven Hundred Eighty One
205,205,072-16-000002,31-Jul-2018,16-Mar-2019,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/s Maruthi Electricals Prop: Naveen Kumar,9845021612,,Running,000043,28-Feb-2017,000159,16-Mar-2019,000160,16-Mar-2019,001761,18-May-2019,000055 / 21-May-2019 in RTGS,547157,Five Lakh Fourty Seven Thousand One Hundred Fifty Seven,70737,Seventy  Thousand Seven Hundred Thirty Seven,476420,Four Lakh Seventy Six Thousand Four Hundred Twenty 
206,206,072-16-000001,01-Mar-2017,28-Feb-2018,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/S Maruthi Electricals Prop:Naveen Kumar,9845021612,,Running,000042,28-Feb-2017,000111,19-Mar-2018,000111,19-Mar-2018,000323,11-Apr-2019,000017 / 12-Apr-2019 in RTGS,265917,Two Lakh Sixty Five Thousand Nine Hundred Seventeen,17721,Seventeen Thousand Seven Hundred Twenty One,248196,Two Lakh Fourty Eight Thousand One Hundred Ninety Six
207,207,072-16-000002,01-Mar-2017,28-Feb-2018,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/s Maruthi Electricals Prop: Naveen Kumar,9845021612,,Running,000043,28-Feb-2017,000112,19-Mar-2018,000112,19-Mar-2018,000324,11-Apr-2019,000017 / 12-Apr-2019 in RTGS,273579,Two Lakh Seventy Three Thousand Five Hundred Seventy Nine,18190,Eighteen Thousand One Hundred Ninety ,255389,Two Lakh Fifty Five Thousand Three Hundred Eighty Nine
208,208,072-16-000001,01-Mar-2017,28-Feb-2018,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/S Maruthi Electricals Prop:Naveen Kumar,9845021612,,Running,000042,28-Feb-2017,000092,20-Jan-2018,000092,20-Jan-2018,003883,16-Jul-2018,000127 / 18-Jul-2018 in RTGS,443193,Four Lakh Fourty Three Thousand One Hundred Ninety Three,30035,Thirty  Thousand Thirty Five,413158,Four Lakh Thirteen Thousand One Hundred Fifty Eight
209,209,072-16-000002,01-Mar-2017,28-Feb-2018,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/s Maruthi Electricals Prop: Naveen Kumar,9845021612,,Running,000043,28-Feb-2017,000091,20-Jan-2018,000091,20-Jan-2018,003881,16-Jul-2018,000127 / 18-Jul-2018 in RTGS,455965,Four Lakh Fifty Five Thousand Nine Hundred Sixty Five,30315,Thirty  Thousand Three Hundred Fifteen,425650,Four Lakh Twenty Five Thousand Six Hundred Fifty 
210,210,072-16-000001,01-Mar-2017,28-Feb-2018,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Herohalli) Package R29 of RajarajeshwariNagar Zone.,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/S Maruthi Electricals Prop:Naveen Kumar,9845021612,,Running,000042,28-Feb-2017,000032,04-Dec-2017,000039,05-Dec-2017,003575,11-Jul-2018,000127 / 18-Jul-2018 in RTGS,354557,Three Lakh Fifty Four Thousand Five Hundred Fifty Seven,48849,Fourty Eight Thousand Eight Hundred Fourty Nine,305708,Three Lakh Five Thousand Seven Hundred Eight
211,211,072-16-000002,01-Mar-2017,28-Feb-2018,Operation and Maintenance of Street Light System in Ward No.72-Herohalli(P-Bharathnagar) Package R30 of RajarajeshwariNagar Zone..,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0300 M and R to Street Lights - Replacement of Burnt Bulbs etc. (Package),M/s Maruthi Electricals Prop: Naveen Kumar,9845021612,,Running,000043,28-Feb-2017,000033,04-Dec-2017,000032,05-Dec-2017,003569,11-Jul-2018,000127 / 18-Jul-2018 in RTGS,364772,Three Lakh Sixty Four Thousand Seven Hundred Seventy Two,50187,Fifty  Thousand One Hundred Eighty Seven,314585,Three Lakh Fourteen Thousand Five Hundred Eighty Five
212,212,072-17-000038,           ,           ,"Construction Of Retainig Wall and Other Alleged Works at Bile Kallu  Govt School   in  Ward No:72, of Herohalli Sub Division ",072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3158 SIP Infrastructure Project works,M/s.KRIDL,9845235505,,,000245,23-Feb-2017,,           ,,           ,,           ,Under Process in --,6099381,Sixty  Lakh Ninety Nine Thousand Three Hundred Eighty One,0,,0,
213,213,072-17-000042,           ,           ,"Improvements to Drains at    Behind Herohalli Shanimahtmma Temple Cross Roads  in  Ward No:72, of Herohalli Sub Division",072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P3158 SIP Infrastructure Project works,M/s.KRIDL,9845235505,,,000249,23-Feb-2017,,           ,,           ,,           ,Under Process in --,13867605,One Crore Thirty Eight Lakh Sixty Seven Thousand Six Hundred Five,0,,0,
214,214,072-17-000084,02-Feb-2017,15-Oct-2018,Providing Culverts and Slabs in Herohalli Ward Limits  in  Ward No 72   herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,SHARANA GOWDA,8123903250,,First and Final,/00207,02-Feb-2017,000152,25-Oct-2018,000195,24-Dec-2019,,           ,000064 / 30-Apr-2022 in RTGS,497299,Four Lakh Ninety Seven Thousand Two Hundred Ninety Nine,55198,Fifty Five Thousand One Hundred Ninety Eight,442101,Four Lakh Fourty Two Thousand One Hundred One
215,215,072-17-000089,02-Feb-2017,31-May-2017,Providing and Supply of Water Through Tractor and Tanker at Western Side of Herohalli Ward Limits in Ward No 72 of Herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1802 Water Supply New Areas,Executive engineer KRIDL,9845235505,,First and Final,100205,02-Feb-2017,000086,30-Jun-2017,151,30-Jun-2017,003178,29-Jun-2018,000107 / 02-Jul-2018 in RTGS,3999084,Thirty Nine Lakh Ninety Nine Thousand Eighty Four,283944,Two Lakh Eighty Three Thousand Nine Hundred Fourty Four,3715140,Thirty Seven Lakh Fifteen Thousand One Hundred Fourty 
216,216,072-17-000005,31-Jan-2017,31-Mar-2017,Improvement of Street lighting system at Muneshwaranagara  and other places of ward no 72 (Herohalli)),072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,KRIDL,9448279917,,Running,000012,31-Jan-2017,000051,31-Mar-2017,000054,31-Mar-2017,002518,13-Jun-2018,000091 / 18-Jun-2018 in RTGS,4967982,Fourty Nine Lakh Sixty Seven Thousand Nine Hundred Eighty Two,601126,Six Lakh One Thousand One Hundred Twenty Six,4366856,Fourty Three Lakh Sixty Six Thousand Eight Hundred Fifty Six
217,217,072-17-000018,23-Dec-2016,09-Jun-2017,Improvements of roads at Muddenapalya main road (right side) in ward no 72,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,KRIDL,9845235505,,First and Final,000186,23-Dec-2016,000150,12-Oct-2018,000325,15-Oct-2018,001739,09-Jul-2020,000153 / 13-Jul-2020 in RTGS,2475811,Twenty Four Lakh Seventy Five Thousand Eight Hundred Eleven,274322,Two Lakh Seventy Four Thousand Three Hundred Twenty Two,2201489,Twenty Two Lakh One Thousand Four Hundred Eighty Nine
218,218,072-17-000017,23-Dec-2016,18-Apr-2017,Improvements of drains at Kempegowda nagar near Renuka house in ward no 72,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,M/s.KRIDL,9845235505,,First and Final,000188,23-Dec-2016,000007,18-Apr-2017,000015,18-Apr-2017,005845,20-Sep-2018,000217 / 27-Sep-2018 in RTGS,2498916,Twenty Four Lakh Ninety Eight Thousand Nine Hundred Sixteen,326229,Three Lakh Twenty Six Thousand Two Hundred Twenty Nine,2172687,Twenty One Lakh Seventy Two Thousand Six Hundred Eighty Seven
219,219,072-12-000137,20-Dec-2016,12-Jan-2017,Construction of Samudaya Bhavana at Gidadakonenahalli in Ward No 72 Herohalli in RRN Zone,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,"P1878 18per - Works (Bhagyajyothi, Sooru / Neeru Yojane and General) (54 Lakhs / New Wards)",Project Manager ,9448121090,,Running,000010,20-Oct-2016,000032,11-Jan-2017,000032,13-Jan-2017,004231,31-Jul-2017,000172 / 08-Aug-2017 in RTGS,197413,One Lakh Ninety Seven Thousand Four Hundred Thirteen,21913,Twenty One Thousand Nine Hundred Thirteen,175500,One Lakh Seventy Five Thousand Five Hundred 
220,220,072-17-000015,19-Oct-2016,28-Mar-2017,Providing water supply through tractor tanker in south areas of ward no 72 Herohalli,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,M/S.KRIDL,9845235505,,First and Final,000164,19-Oct-2016,000254,28-Mar-2017,000033,27-Apr-2017,006042,20-Sep-2017,000230 / 22-Sep-2017 in RTGS,2495805,Twenty Four Lakh Ninety Five Thousand Eight Hundred Five,177234,One Lakh Seventy Seven Thousand Two Hundred Thirty Four,2318571,Twenty Three Lakh Eighteen Thousand Five Hundred Seventy One
221,221,072-17-000016,19-Oct-2016,28-Mar-2017,Providing water supply through tractor tanker in north  areas of ward no 72 Herohalli,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,M/s.KRIDL,9845235505,,First and Final,000165,19-Oct-2016,000255,28-Mar-2017,000034,27-Apr-2017,006116,21-Sep-2017,000230 / 22-Sep-2017 in RTGS,2495805,Twenty Four Lakh Ninety Five Thousand Eight Hundred Five,177202,One Lakh Seventy Seven Thousand Two Hundred Two,2318603,Twenty Three Lakh Eighteen Thousand Six Hundred Three
222,222,072-17-000014,19-Oct-2016,25-Dec-2016,Sinking and energizing of borewells in Herohalli ward surroundings ward no 72,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P2415 Reserve fund for TandF Committee,M/S.KRIDL,9845235505,,First and Final,000163,19-Oct-2016,000221,28-Jan-2017,000435,04-Feb-2017,005146,29-Aug-2017,000199 / 29-Aug-2017 in RTGS,4979444,Fourty Nine Lakh Seventy Nine Thousand Four Hundred Fourty Four,664755,Six Lakh Sixty Four Thousand Seven Hundred Fifty Five,4314689,Fourty Three Lakh Fourteen Thousand Six Hundred Eighty Nine
223,223,072-13-000086,28-May-2016,26-Nov-2016,Construction of Public Toilets at Northern side of Magadi main road in ward no 72 of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,D.Ananda Naidu,9448121090,,First and Final,000031,27-May-2016,000212,28-Nov-2016,000369,30-Nov-2016,007110,28-Oct-2017,000266 / 30-Oct-2017 in RTGS,3591513,Thirty Five Lakh Ninety One Thousand Five Hundred Thirteen,258077,Two Lakh Fifty Eight Thousand Seventy Seven,3333436,Thirty Three Lakh Thirty Three Thousand Four Hundred Thirty Six
224,224,072-13-000087,28-May-2016,22-Nov-2016,Construction of Public Toilets at Southern side of Magadi main road in ward no 72 of herohalli sub division,072 Herohalli,Executive Engineer Kengeri Division Rajarajeshwari Nagar Zone,P1771 Zone Works - POW Works,D.Ananda Naidu,9448121090,,First and Final,000032,27-May-2016,000211,26-Nov-2016,000368,30-Nov-2016,007116,28-Oct-2017,000266 / 30-Oct-2017 in RTGS,3590000,Thirty Five Lakh Ninety  Thousand ,251850,Two Lakh Fifty One Thousand Eight Hundred Fifty ,3338150,Thirty Three Lakh Thirty Eight Thousand One Hundred Fifty 
225,225,072-16-000059,16-May-2016,04-Aug-2016,Improvements to Street lighting at Anjananagar B E L layoaut  and other areas of ward no 72,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,KRIDL Bangalore,9448279917,,Running,000006,16-May-2016,000020,03-Aug-2016,000020,04-Aug-2016,004642,08-Aug-2017,000177 / 10-Aug-2017 in RTGS,4996519,Fourty Nine Lakh Ninety Six Thousand Five Hundred Nineteen,599582,Five Lakh Ninety Nine Thousand Five Hundred Eighty Two,4396937,Fourty Three Lakh Ninety Six Thousand Nine Hundred Thirty Seven
226,226,072-16-000058,16-May-2016,25-Jul-2016,Improvements to Street lighting at Maruthinagar Muneshwaranagar and other areas of ward no 72,072 Herohalli,Executive Engineer (Electrical) Rajarajeshwari Nagar Zone,P0190 Works sanctioned by Hon Mayor,"KRIDL, Bangalore",9448279917,,First and Final,000005,16-May-2016,000013,23-Jul-2016,000013,25-Jul-2016,003920,13-Jul-2017,000142 / 15-Jul-2017 in RTGS,4991795,Fourty Nine Lakh Ninety One Thousand Seven Hundred Ninety Five,599016,Five Lakh Ninety Nine Thousand Sixteen,4392779,Fourty Three Lakh Ninety Two Thousand Seven Hundred Seventy Nine
227,227,072-16-000049,11-Apr-2016,16-Sep-2016,Development of Park near Burial Ground at BEL Layout 1st stage in Ward No 72,072 Herohalli,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0088 Maintenance and Management of Parks on Contract,Karnataka Rural Infrastructure Development Ltd,8904904737,,First and Final,000002,11-Apr-2016,000036,16-Sep-2016,000043,03-Oct-2016,002735,20-Jun-2018,000099 / 23-Jun-2018 in RTGS,2493523,Twenty Four Lakh Ninety Three Thousand Five Hundred Twenty Three,324858,Three Lakh Twenty Four Thousand Eight Hundred Fifty Eight,2168665,Twenty One Lakh Sixty Eight Thousand Six Hundred Sixty Five
228,228,072-16-000050,11-Apr-2016,16-Sep-2016,Development of Jinke Park at BEL Layout  in Ward No 72,072 Herohalli,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0088 Maintenance and Management of Parks on Contract,Karnataka Rural Infrastructure Development Ltd,8904904737,,First and Final,100003,11-Apr-2016,000035,16-Sep-2016,000042,03-Oct-2016,002734,20-Jun-2018,000099 / 23-Jun-2018 in RTGS,2494640,Twenty Four Lakh Ninety Four Thousand Six Hundred Fourty ,318401,Three Lakh Eighteen Thousand Four Hundred One,2176239,Twenty One Lakh Seventy Six Thousand Two Hundred Thirty Nine
229,229,072-16-000051,11-Apr-2016,16-Sep-2016,Providing Children Play Equipment  to Park in Ward No 72,072 Herohalli,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0088 Maintenance and Management of Parks on Contract,Karnataka Rural Infrastructure Development Ltd,8904904737,,First and Final,000001,11-Apr-2016,000037,16-Sep-2016,000044,03-Oct-2016,002736,20-Jun-2018,000099 / 23-Jun-2018 in RTGS,2495758,Twenty Four Lakh Ninety Five Thousand Seven Hundred Fifty Eight,301503,Three Lakh One Thousand Five Hundred Three,2194255,Twenty One Lakh Ninety Four Thousand Two Hundred Fifty Five
230,230,072-16-000052,11-Apr-2016,16-Sep-2016,Improvement and Development of park under ward Juridiction in Ward No 72,072 Herohalli,Executive Engineer (Project) Rajarajeshwari Nagar Zone,P0088 Maintenance and Management of Parks on Contract,Karnataka Rural Infrastructure Development Ltd,8904904737,,First and Final,100004,11-Apr-2016,000034,16-Sep-2016,000041,03-Oct-2016,002733,20-Jun-2018,000099 / 23-Jun-2018 in RTGS,2496774,Twenty Four Lakh Ninety Six Thousand Seven Hundred Seventy Four,319192,Three Lakh Nineteen Thousand One Hundred Ninety Two,2177582,Twenty One Lakh Seventy Seven Thousand Five Hundred Eighty Two
